[rl_rollout_step_0159] images_hit=118 images_miss=0 methods={'existing_file': 46, 'formula_ground_truth_unique': 33, 'filtered_parquet_triple_lookup': 38, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0160] images_hit=135 images_miss=0 methods={'filtered_parquet_triple_lookup': 89, 'formula_ground_truth_unique': 46}
[rl_rollout_step_0178] images_hit=124 images_miss=0 methods={'filtered_parquet_triple_lookup': 77, 'formula_ground_truth_unique': 44, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0179] images_hit=135 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 60, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0180] images_hit=135 images_miss=0 methods={'filtered_parquet_triple_lookup': 88, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0181] images_hit=138 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 56, 'formula_ground_truth_first_match': 6}
[rl_rollout_step_0182] images_hit=118 images_miss=0 methods={'filtered_parquet_triple_lookup': 66, 'formula_ground_truth_unique': 50, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0183] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 55, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0184] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 84, 'formula_ground_truth_unique': 43, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0185] images_hit=133 images_miss=0 methods={'filtered_parquet_triple_lookup': 85, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0186] images_hit=130 images_miss=0 methods={'filtered_parquet_triple_lookup': 77, 'formula_ground_truth_unique': 50, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0187] images_hit=135 images_miss=0 methods={'filtered_parquet_triple_lookup': 87, 'formula_ground_truth_first_match': 5, 'formula_ground_truth_unique': 43}
[rl_rollout_step_0188] images_hit=122 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_unique': 39, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0189] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 69, 'formula_ground_truth_unique': 55, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0190] images_hit=122 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 44, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0191] images_hit=130 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 53, 'formula_ground_truth_first_match': 6}
[rl_rollout_step_0192] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 52, 'formula_ground_truth_first_match': 6}
[rl_rollout_step_0193] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 65, 'formula_ground_truth_unique': 58, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0194] images_hit=124 images_miss=0 methods={'filtered_parquet_triple_lookup': 61, 'formula_ground_truth_unique': 62, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0195] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0196] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 73, 'formula_ground_truth_unique': 47, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0197] images_hit=122 images_miss=0 methods={'filtered_parquet_triple_lookup': 67, 'formula_ground_truth_unique': 49, 'formula_ground_truth_first_match': 6}
[rl_rollout_step_0198] images_hit=134 images_miss=0 methods={'filtered_parquet_triple_lookup': 84, 'formula_ground_truth_first_match': 5, 'formula_ground_truth_unique': 45}
[rl_rollout_step_0199] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 44, 'formula_ground_truth_first_match': 5}
[rl_rollout_step_0200] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 52, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0201] images_hit=124 images_miss=0 methods={'filtered_parquet_triple_lookup': 68, 'formula_ground_truth_unique': 55, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0202] images_hit=121 images_miss=0 methods={'filtered_parquet_triple_lookup': 67, 'formula_ground_truth_first_match': 3, 'formula_ground_truth_unique': 51}
[rl_rollout_step_0203] images_hit=127 images_miss=0 methods={'filtered_parquet_triple_lookup': 78, 'formula_ground_truth_unique': 48, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0204] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0205] images_hit=127 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0206] images_hit=135 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 58, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0207] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 49, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0208] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0209] images_hit=114 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_first_match': 4, 'formula_ground_truth_unique': 31}
[rl_rollout_step_0210] images_hit=124 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0211] images_hit=137 images_miss=0 methods={'filtered_parquet_triple_lookup': 82, 'formula_ground_truth_first_match': 2, 'formula_ground_truth_unique': 53}
[rl_rollout_step_0212] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_unique': 42, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0213] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 70, 'formula_ground_truth_unique': 54, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0214] images_hit=127 images_miss=0 methods={'formula_ground_truth_unique': 48, 'filtered_parquet_triple_lookup': 78, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0215] images_hit=118 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0216] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 61, 'formula_ground_truth_unique': 62, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0217] images_hit=133 images_miss=0 methods={'filtered_parquet_triple_lookup': 81, 'formula_ground_truth_first_match': 3, 'formula_ground_truth_unique': 49}
[rl_rollout_step_0218] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_first_match': 1, 'formula_ground_truth_unique': 47}
[rl_rollout_step_0219] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_first_match': 3, 'formula_ground_truth_unique': 47}
[rl_rollout_step_0220] images_hit=122 images_miss=0 methods={'filtered_parquet_triple_lookup': 63, 'formula_ground_truth_unique': 54, 'formula_ground_truth_first_match': 5}
[rl_rollout_step_0221] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 78, 'formula_ground_truth_first_match': 5, 'formula_ground_truth_unique': 42}
[rl_rollout_step_0222] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0223] images_hit=138 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_unique': 56, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0224] images_hit=120 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0225] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 70, 'formula_ground_truth_unique': 56, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0226] images_hit=127 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_unique': 47, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0227] images_hit=119 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 48}
[rl_rollout_step_0228] images_hit=116 images_miss=0 methods={'filtered_parquet_triple_lookup': 58, 'formula_ground_truth_unique': 57, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0229] images_hit=120 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 43, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0230] images_hit=127 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 55, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0231] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 84, 'formula_ground_truth_unique': 43, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0232] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 48, 'formula_ground_truth_first_match': 5}
[rl_rollout_step_0233] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_first_match': 3, 'formula_ground_truth_unique': 45}
[rl_rollout_step_0234] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 82, 'formula_ground_truth_unique': 39, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0235] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 84, 'formula_ground_truth_first_match': 1, 'formula_ground_truth_unique': 47}
[rl_rollout_step_0236] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 77, 'formula_ground_truth_unique': 48, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0237] images_hit=133 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 58, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0238] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_first_match': 3, 'formula_ground_truth_unique': 52}
[rl_rollout_step_0239] images_hit=122 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 48, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0240] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 73, 'formula_ground_truth_unique': 56}
[rl_rollout_step_0241] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 78, 'formula_ground_truth_unique': 47}
[rl_rollout_step_0242] images_hit=130 images_miss=0 methods={'filtered_parquet_triple_lookup': 83, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0243] images_hit=134 images_miss=0 methods={'formula_ground_truth_unique': 55, 'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0244] images_hit=131 images_miss=0 methods={'filtered_parquet_triple_lookup': 78, 'formula_ground_truth_unique': 52, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0245] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 66, 'formula_ground_truth_unique': 56, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0246] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 57}
[rl_rollout_step_0247] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_unique': 42, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0248] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 83, 'formula_ground_truth_unique': 44, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0249] images_hit=131 images_miss=0 methods={'filtered_parquet_triple_lookup': 87, 'formula_ground_truth_unique': 42, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0250] images_hit=109 images_miss=0 methods={'filtered_parquet_triple_lookup': 62, 'formula_ground_truth_unique': 41, 'formula_ground_truth_first_match': 6}
[rl_rollout_step_0251] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 78, 'formula_ground_truth_unique': 50}
[rl_rollout_step_0252] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0253] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 84, 'formula_ground_truth_first_match': 7, 'formula_ground_truth_unique': 41}
[rl_rollout_step_0254] images_hit=130 images_miss=0 methods={'filtered_parquet_triple_lookup': 81, 'formula_ground_truth_unique': 47, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0255] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_first_match': 3, 'formula_ground_truth_unique': 46}
[rl_rollout_step_0256] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0257] images_hit=119 images_miss=0 methods={'filtered_parquet_triple_lookup': 77, 'formula_ground_truth_unique': 42}
[rl_rollout_step_0258] images_hit=121 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_first_match': 4, 'formula_ground_truth_unique': 38}
[rl_rollout_step_0259] images_hit=137 images_miss=0 methods={'filtered_parquet_triple_lookup': 90, 'formula_ground_truth_first_match': 1, 'formula_ground_truth_unique': 46}
[rl_rollout_step_0260] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_first_match': 6, 'formula_ground_truth_unique': 48}
[rl_rollout_step_0261] images_hit=113 images_miss=0 methods={'filtered_parquet_triple_lookup': 64, 'formula_ground_truth_unique': 48, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0262] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 84, 'formula_ground_truth_unique': 39, 'formula_ground_truth_first_match': 5}
[rl_rollout_step_0263] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 73, 'formula_ground_truth_unique': 47, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0264] images_hit=131 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_first_match': 5, 'formula_ground_truth_unique': 54}
[rl_rollout_step_0265] images_hit=119 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_first_match': 2, 'formula_ground_truth_unique': 45}
[rl_rollout_step_0266] images_hit=134 images_miss=0 methods={'filtered_parquet_triple_lookup': 93, 'formula_ground_truth_unique': 39, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0267] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 87, 'formula_ground_truth_first_match': 6, 'formula_ground_truth_unique': 36}
[rl_rollout_step_0268] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 77, 'formula_ground_truth_unique': 44, 'formula_ground_truth_first_match': 5}
[rl_rollout_step_0269] images_hit=135 images_miss=0 methods={'filtered_parquet_triple_lookup': 82, 'formula_ground_truth_unique': 52, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0270] images_hit=119 images_miss=0 methods={'filtered_parquet_triple_lookup': 75, 'formula_ground_truth_first_match': 2, 'formula_ground_truth_unique': 42}
[rl_rollout_step_0271] images_hit=124 images_miss=0 methods={'filtered_parquet_triple_lookup': 68, 'formula_ground_truth_unique': 52, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0272] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 82, 'formula_ground_truth_unique': 40, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0273] images_hit=113 images_miss=0 methods={'filtered_parquet_triple_lookup': 64, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0274] images_hit=135 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 58, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0275] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 81, 'formula_ground_truth_unique': 48, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0276] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 50, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0277] images_hit=121 images_miss=0 methods={'filtered_parquet_triple_lookup': 64, 'formula_ground_truth_first_match': 5, 'formula_ground_truth_unique': 52}
[rl_rollout_step_0278] images_hit=130 images_miss=0 methods={'filtered_parquet_triple_lookup': 81, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0279] images_hit=118 images_miss=0 methods={'filtered_parquet_triple_lookup': 69, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0280] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 67, 'formula_ground_truth_unique': 52, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0281] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 82, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0282] images_hit=131 images_miss=0 methods={'filtered_parquet_triple_lookup': 85, 'formula_ground_truth_unique': 44, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0283] images_hit=127 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 50, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0284] images_hit=122 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 48, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0285] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 83, 'formula_ground_truth_unique': 49}
[rl_rollout_step_0286] images_hit=138 images_miss=0 methods={'filtered_parquet_triple_lookup': 85, 'formula_ground_truth_unique': 52, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0287] images_hit=115 images_miss=0 methods={'filtered_parquet_triple_lookup': 68, 'formula_ground_truth_unique': 44, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0288] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0289] images_hit=127 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 48, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0290] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 69, 'formula_ground_truth_first_match': 4, 'formula_ground_truth_unique': 52}
[rl_rollout_step_0291] images_hit=131 images_miss=0 methods={'filtered_parquet_triple_lookup': 86, 'formula_ground_truth_first_match': 5, 'formula_ground_truth_unique': 40}
[rl_rollout_step_0292] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_unique': 53}
[rl_rollout_step_0293] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 66, 'formula_ground_truth_unique': 59, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0294] images_hit=142 images_miss=0 methods={'filtered_parquet_triple_lookup': 90, 'formula_ground_truth_unique': 50, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0295] images_hit=117 images_miss=0 methods={'filtered_parquet_triple_lookup': 71, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0296] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 75, 'formula_ground_truth_first_match': 2, 'formula_ground_truth_unique': 46}
[rl_rollout_step_0297] images_hit=122 images_miss=0 methods={'filtered_parquet_triple_lookup': 74, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0298] images_hit=136 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 58, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0299] images_hit=125 images_miss=0 methods={'formula_ground_truth_first_match': 1, 'filtered_parquet_triple_lookup': 68, 'formula_ground_truth_unique': 56}
[rl_rollout_step_0300] images_hit=130 images_miss=0 methods={'filtered_parquet_triple_lookup': 83, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0301] images_hit=121 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 42, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0302] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_unique': 43, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0303] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 75, 'formula_ground_truth_unique': 44, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0304] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 85, 'formula_ground_truth_unique': 38, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0305] images_hit=128 images_miss=0 methods={'filtered_parquet_triple_lookup': 76, 'formula_ground_truth_unique': 49, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0306] images_hit=133 images_miss=0 methods={'filtered_parquet_triple_lookup': 88, 'formula_ground_truth_unique': 42, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0307] images_hit=130 images_miss=0 methods={'filtered_parquet_triple_lookup': 77, 'formula_ground_truth_first_match': 3, 'formula_ground_truth_unique': 50}
[rl_rollout_step_0308] images_hit=129 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 55, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0309] images_hit=132 images_miss=0 methods={'filtered_parquet_triple_lookup': 84, 'formula_ground_truth_unique': 48}
[rl_rollout_step_0310] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_unique': 45}
[rl_rollout_step_0311] images_hit=138 images_miss=0 methods={'filtered_parquet_triple_lookup': 85, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0312] images_hit=126 images_miss=0 methods={'filtered_parquet_triple_lookup': 70, 'formula_ground_truth_unique': 53, 'formula_ground_truth_first_match': 3}
[rl_rollout_step_0313] images_hit=125 images_miss=0 methods={'filtered_parquet_triple_lookup': 75, 'formula_ground_truth_unique': 49, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0314] images_hit=119 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 46, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0315] images_hit=131 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_unique': 50, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0316] images_hit=136 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 5}
[rl_rollout_step_0317] images_hit=113 images_miss=0 methods={'filtered_parquet_triple_lookup': 68, 'formula_ground_truth_first_match': 4, 'formula_ground_truth_unique': 41}
[rl_rollout_step_0318] images_hit=124 images_miss=0 methods={'filtered_parquet_triple_lookup': 79, 'formula_ground_truth_unique': 43, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0319] images_hit=121 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 45, 'formula_ground_truth_first_match': 4}
[rl_rollout_step_0320] images_hit=123 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 50, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0321] images_hit=124 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 1}
[rl_rollout_step_0322] images_hit=124 images_miss=0 methods={'filtered_parquet_triple_lookup': 72, 'formula_ground_truth_unique': 50, 'formula_ground_truth_first_match': 2}
[rl_rollout_step_0323] images_hit=134 images_miss=0 methods={'filtered_parquet_triple_lookup': 80, 'formula_ground_truth_unique': 51, 'formula_ground_truth_first_match': 3}
